# HIP Sn So Nc RArad DErad Plx pmRA pmDE e_RArad e_DErad e_Plx e_pmRA e_pmDE Ntr F2 F1 var ic Hpmag e_Hpmag sHp VA B_V e_B_V V_I UW1 UW2 UW3 UW4 UW5 UW6 UW7 UW8 UW9 UW10 UW11 UW12 UW13 UW14 UW15
# taken from HIP2.dat from https://code.google.com/p/pystaratlas/
39953 7 0 1 2.1359888699 -0.8261797305 2.92 -6.07 10.43 0.25 0.25 0.3 0.3 0.32 102 17.84 0 0.0 461 1.7034 0.0016 0.012 2 -0.145 0.008 -0.14 1.02 -0.07 1.04 -0.67 -1.5 1.05 1.24 1.47 -1.22 1.1 1.51 1.87 -2.42 0.13 1.16
40526 5 1 1 2.1664589236 0.1603200729 10.75 -46.82 -49.24 0.19 0.1 0.19 0.27 0.17 78 -1.27 1 0.0 0 3.6714 0.001 0.006 0 1.481 0.006 1.47 1.2 1.82 1.04 -1.52 0.83 1.01 1.76 0.02 -0.22 1.0 0.6 -1.07 0.77 0.07 1.0
40702 5 0 1 2.1752087028 -1.3425069551 51.12 111.12 107.49 0.12 0.11 0.12 0.14 0.13 113 -0.79 0 0.0 0 4.1488 0.0005 0.004 0 0.413 0.02 0.49 1.05 0.56 1.02 -0.63 0.53 1.0 1.99 1.17 0.08 1.01 1.4 -0.67 -0.32 0.89 1.0
40843 5 0 1 2.1819431676 0.4750545623 54.73 -16.36 -376.65 0.26 0.15 0.32 0.33 0.24 99 0.6 1 0.0 0 5.2335 0.0004 0.004 0 0.487 0.004 0.56 1.05 0.89 1.1 -0.79 1.17 1.08 0.38 -0.4 -0.05 1.0 -0.67 -0.67 1.71 0.39 1.0
41037 15 3 2 2.1926327481 -1.0386373711 5.39 -25.52 22.06 0.46 0.41 0.42 0.54 0.51 94 24.05 0 0.0 0 1.9996 0.0033 0.021 2 1.196 0.003 1.16 1.16 1.59 1.19 0.8 -0.01 1.05 3.46 1.37 -1.25 1.02 2.21 4.17 -1.92 1.36 1.0
41075 5 0 1 2.1940337769 0.7537792972 8.53 -25.16 -99.23 0.22 0.13 0.25 0.36 0.21 88 0.55 0 0.0 0 4.3649 0.0009 0.007 0 1.55 0.003 1.61 1.05 -0.9 1.02 -1.1 0.83 1.02 -0.32 -0.24 -0.59 1.01 -0.35 -0.08 0.37 -0.66 1.0
41312 5 0 1 2.2066958591 -1.1543000348 30.33 -35.74 -152.22 0.1 0.09 0.1 0.1 0.1 118 -3.09 2 0.0 0 3.9319 0.0005 0.005 0 1.132 0.003 1.1 1.06 0.72 1.05 0.06 -0.8 1.03 2.97 0.43 1.9 1.03 0.67 2.58 0.11 1.83 1.0
41704 5 0 1 2.2264605431 1.0597365381 18.21 -133.76 -107.45 0.09 0.11 0.16 0.09 0.12 146 -1.63 2 0.0 0 3.5041 0.0004 0.004 0 0.856 0.002 0.87 1.09 2.05 1.1 -1.46 -0.02 1.02 -2.26 -0.82 -0.34 1.02 -1.08 3.3 1.26 1.51 1.0
42313 1 0 1 2.2587038464 0.099550065 20.34 -70.19 -7.9 0.51 0.33 0.63 0.61 0.46 109 0.12 0 2.1 0 4.1512 0.0004 0.004 0 0.003 0.004 0.02 1.28 1.62 1.16 -0.7 0.18 1.01 -0.96 -0.52 0.2 1.04 -1.34 -1.22 0.09 0.62 1.0
42402 5 0 1 2.2635065148 0.0583197377 8.75 -19.48 -15.92 0.2 0.13 0.25 0.26 0.17 83 -0.57 0 0.0 0 4.6208 0.0004 0.004 0 1.216 0.004 1.12 1.08 0.45 1.2 -1.48 1.33 1.07 -0.6 -0.62 0.74 1.01 -1.09 -2.32 1.69 -0.71 1.0
42515 5 0 1 2.2693742935 -0.6162461035 7.84 9.84 -20.8 0.12 0.15 0.19 0.15 0.16 167 2.63 0 0.0 0 4.1264 0.0004 0.005 0 0.936 0.005 0.91 1.02 -0.35 1.04 0.02 0.17 1.03 1.63 -0.07 -1.28 1.01 -0.11 2.06 -0.99 -0.85 1.0
42536 1 1 1 2.2702086018 -0.9236626696 6.61 -24.42 34.44 0.3 0.31 0.35 0.37 0.32 116 0.1 0 2.0 0 3.5371 0.0017 0.018 1 -0.168 0.006 -0.16 1.02 -0.57 1.04 -0.32 -0.46 1.0 0.15 -0.12 -0.15 1.01 -0.14 0.71 -0.11 -0.52 1.0
42568 5 0 1 2.2716213078 -1.0430264725 2.26 -6.63 5.32 0.11 0.1 0.11 0.12 0.12 135 -1.51 0 0.0 0 4.2809 0.0005 0.006 0 -0.117 0.005 -0.08 1.01 -0.3 1.01 -0.42 -0.12 1.0 0.62 0.29 0.45 1.01 0.29 0.87 0.13 0.99 1.0
42799 5 0 1 2.2829987501 0.0593179049 5.56 -19.39 -1.08 0.2 0.14 0.24 0.27 0.2 86 1.23 1 0.0 0 4.2274 0.0005 0.005 0 -0.192 0.006 -0.2 1.09 2.38 1.19 -0.79 0.31 1.02 -1.5 -0.58 0.87 1.02 -1.46 -3.66 0.03 1.07 1.0
42806 5 0 1 2.2832697676 0.3746976891 18.0 -103.51 -39.48 0.18 0.11 0.21 0.26 0.17 79 -1.77 0 0.0 0 4.6734 0.0006 0.004 0 0.01 0.0 0.03 1.04 2.07 1.09 0.34 0.62 1.07 0.35 -0.46 1.21 1.02 -0.61 -1.76 1.0 0.96 1.0
42828 5 0 1 2.2846030842 -0.5792121459 3.71 -14.27 10.43 0.08 0.09 0.14 0.09 0.1 195 -0.7 1 0.0 0 3.6188 0.0005 0.005 0 -0.18 0.01 -0.17 1.02 -2.22 1.04 -0.07 -0.27 1.04 0.9 -0.44 -1.15 1.03 -0.55 2.94 -2.42 -2.58 1.0
42911 5 0 1 2.2893709279 0.3168621473 24.98 -17.67 -229.26 0.23 0.12 0.24 0.27 0.18 84 1.63 1 0.0 0 4.1036 0.0006 0.003 0 1.083 0.005 1.01 1.07 0.27 1.08 -1.09 0.73 1.05 1.01 -0.2 0.95 1.0 -0.34 -2.15 1.43 0.56 1.0
42913 15 3 2 2.2894499954 -0.9548446415 40.49 28.99 -103.35 0.39 0.47 0.39 0.5 0.54 98 24.87 2 0.0 0 1.9511 0.0003 0.003 0 0.043 0.006 0.05 1.2 -0.1 1.3 0.52 0.65 1.01 4.27 0.75 -0.58 1.0 0.65 5.06 -0.57 0.54 1.0
43103 95 3 1 2.2981502385 0.5019567842 9.85 -21.58 -45.69 0.54 0.38 0.61 0.75 0.56 87 16.03 0 0.0 0 4.1992 0.0058 0.005 0 1.007 0.015 0.96 1.09 2.41 1.22 -0.72 1.17 1.05 -0.14 -0.12 0.79 1.03 -0.26 -2.55 1.22 1.13 1.0
43109 17 3 2 2.2985001691 0.1120310795 25.23 -228.11 -43.82 0.91 0.56 0.98 0.92 0.64 110 32.3 0 0.0 498 3.5004 0.0006 0.005 0 0.685 0.002 0.78 1.5 3.36 1.61 -1.06 -0.61 1.16 -0.81 -0.83 0.31 1.08 -1.88 -4.28 1.5 1.7 1.02
43234 5 0 1 2.3057239852 0.101890313 9.21 -17.33 -29.41 0.17 0.12 0.21 0.23 0.17 95 -1.28 2 0.0 0 4.3465 0.0004 0.004 0 -0.044 0.007 -0.03 1.08 2.88 1.15 -0.45 0.31 1.03 0.41 -0.39 0.85 1.06 -0.37 -3.14 1.11 1.92 1.0
43409 5 0 1 2.3148891877 -0.4836317594 15.73 -134.31 87.89 0.11 0.12 0.17 0.12 0.12 167 -0.67 1 0.0 0 4.1794 0.0004 0.005 0 1.272 0.021 1.24 1.06 2.03 1.05 0.24 -0.86 1.0 -0.5 1.43 -0.21 1.05 1.18 -1.33 0.2 2.51 1.0
43813 5 0 1 2.3361002832 0.103769036 19.51 -100.06 15.46 0.14 0.1 0.18 0.2 0.11 62 -2.47 0 0.0 0 3.2803 0.0005 0.003 0 0.978 0.049 0.96 1.11 2.33 1.16 -1.28 1.42 1.09 -0.7 -1.31 1.73 1.0 -2.24 -1.42 0.61 0.7 1.0
44066 1 1 1 2.3495911061 0.2069571695 17.32 43.23 -29.63 0.87 0.56 0.97 1.04 0.7 83 0.71 0 3.3 0 4.3023 0.0005 0.004 0 0.141 0.017 0.14 1.23 0.88 1.09 -0.45 0.2 1.01 -0.12 -0.39 0.1 1.07 -0.61 -0.4 0.12 0.58 1.0
44127 5 0 1 2.3527648189 0.8384971792 68.92 -441.29 -215.32 0.14 0.11 0.16 0.17 0.09 98 0.13 2 0.0 0 3.188 0.0006 0.005 0 0.223 0.003 0.25 1.07 0.56 1.19 -1.11 0.95 1.03 0.99 -1.78 1.18 1.01 -2.5 5.94 -1.6 -1.49 1.0
44248 17 3 2 2.3590125941 0.7292586395 62.23 -474.31 -204.21 0.55 0.43 0.68 0.86 0.68 125 22.41 0 0.0 515 4.0591 0.0006 0.005 0 0.463 0.003 0.53 1.17 1.77 1.33 -0.62 0.64 1.05 1.66 -0.61 1.29 1.62 -0.4 6.35 -0.73 2.3 2.0
44382 5 0 1 2.3668700027 -1.1588260808 26.11 -2.0 -95.51 0.11 0.11 0.12 0.14 0.11 102 -2.55 1 0.0 0 4.0505 0.0005 0.004 0 0.145 0.003 0.15 1.01 0.46 1.09 -0.43 -1.77 1.01 0.6 -0.28 0.92 1.01 -0.26 2.66 -0.37 1.01 1.0
44471 55 3 2 2.3720158026 0.8230389704 9.1 -36.19 -55.4 0.41 0.35 0.5 0.48 0.32 88 18.48 0 0.0 0 3.5778 0.0006 0.005 0 0.007 0.004 0.03 1.05 1.09 1.14 -0.44 0.16 1.0 1.5 -0.43 0.31 1.0 -0.33 4.57 0.29 0.08 1.0
44700 5 0 1 2.3846861185 0.6711183742 3.99 -26.57 -14.46 0.22 0.13 0.25 0.35 0.12 107 -1.28 0 0.0 0 4.7278 0.0005 0.004 0 1.037 0.003 0.97 1.14 0.8 1.22 -0.15 -0.14 1.11 -0.54 -1.72 1.33 1.06 -3.2 4.32 -0.64 -2.81 1.0
44816 5 0 1 2.3910848699 -0.7580422876 5.99 -24.01 13.52 0.08 0.09 0.11 0.1 0.09 129 -1.41 2 0.0 0 2.3385 0.0036 0.025 2 1.665 0.013 1.69 1.01 -1.3 1.06 -0.43 -0.76 1.0 0.06 -0.86 -0.41 1.01 -0.85 3.49 0.0 -1.71 1.0
45080 1 1 1 2.4040532521 -1.0291670805 7.3 -16.64 15.0 0.3 0.31 0.35 0.33 0.35 142 0.29 0 2.3 0 3.3666 0.0006 0.006 0 -0.19 0.01 -0.17 1.06 0.03 1.05 0.17 -0.07 1.01 0.87 0.81 -0.38 1.04 0.78 0.73 -0.06 0.86 1.0
45238 5 0 1 2.4138078641 -1.2167994397 28.82 -156.47 108.95 0.11 0.1 0.11 0.14 0.11 119 1.61 0 0.0 0 1.6625 0.0004 0.004 0 0.07 0.008 0.02 1.05 -1.02 1.05 -1.23 -2.44 1.02 2.05 1.3 -1.03 1.0 1.22 1.8 -1.3 -0.51 1.0
45336 1 1 1 2.4188658557 0.0404048092 28.74 114.64 -313.94 1.62 1.1 1.55 1.75 1.12 56 0.69 0 4.9 0 3.8713 0.0006 0.005 0 -0.06 0.0 -0.07 1.28 0.27 1.25 0.03 0.28 1.02 0.46 -0.01 0.1 1.06 0.13 0.56 -0.02 0.34 1.0
45556 5 0 1 2.4307657471 -1.034548472 4.26 -18.86 11.98 0.09 0.09 0.1 0.09 0.09 141 0.4 0 0.0 0 2.2822 0.0003 0.003 0 0.189 0.026 0.28 1.08 1.02 1.08 1.26 -1.08 1.01 3.66 3.35 -0.83 1.03 3.55 4.3 -1.49 2.95 1.0
45688 15 3 2 2.4384189434 0.6423317424 26.13 -32.33 -125.64 0.67 0.53 0.78 0.73 0.41 59 18.18 0 0.0 0 3.8299 0.0006 0.005 0 0.066 0.01 0.12 1.05 1.19 1.23 0.65 1.52 1.06 1.1 -0.11 0.8 1.01 0.1 3.98 -1.98 1.18 1.0
45860 5 0 1 2.4480758091 0.6002628077 16.06 -223.63 15.18 0.16 0.14 0.17 0.17 0.12 59 -1.28 0 0.0 0 3.252 0.0013 0.008 0 1.55 0.008 1.65 1.13 1.65 1.36 -0.95 0.99 1.03 0.84 -0.94 1.29 1.03 -1.0 6.1 0.31 1.97 1.0
45941 1 0 1 2.452684233 -0.9601177539 5.7 -11.4 11.52 0.26 0.25 0.3 0.32 0.27 127 -0.05 0 1.9 0 2.4131 0.0006 0.005 0 -0.141 0.004 -0.17 1.0 0.07 1.03 0.1 -0.45 1.02 0.03 0.16 -0.55 1.02 0.17 0.74 0.12 0.66 1.0
46390 5 0 1 2.4765677899 -0.1511225285 18.09 -15.23 34.37 0.16 0.11 0.18 0.19 0.13 79 0.84 0 0.0 0 2.135 0.0006 0.007 0 1.44 0.0 1.39 1.11 3.8 1.03 -0.9 0.66 1.01 -0.53 -1.06 -1.0 1.19 -1.64 0.7 -0.34 5.32 1.0
46509 1 2 1 2.4833736311 -0.0483273987 57.69 99.01 -2.67 2.07 1.25 2.14 2.34 1.39 104 0.07 0 9.1 0 4.6967 0.0005 0.006 0 0.411 0.015 0.52 1.32 0.34 1.05 -0.07 0.03 1.08 0.31 0.0 0.18 1.21 0.17 0.21 0.0 0.49 1.0
46651 17 3 2 2.4901567308 -0.7062804417 53.15 -147.98 61.35 0.22 0.3 0.37 0.29 0.37 166 13.36 0 0.0 552 3.6577 0.0004 0.004 0 0.371 0.015 0.43 1.03 1.26 1.01 0.02 0.08 1.05 0.35 -0.32 -1.62 1.17 -0.18 0.5 -1.0 0.37 1.16
46733 5 0 1 2.4937533192 1.1006359636 41.99 107.99 27.15 0.09 0.1 0.16 0.13 0.13 187 0.01 2 0.0 0 3.7327 0.0004 0.004 0 0.36 0.015 0.41 1.03 -1.82 1.02 -1.27 0.81 1.0 -0.31 0.93 -0.49 1.05 0.96 -1.22 -0.23 -2.48 1.0
46776 1 1 1 2.495743355 -0.0206761154 6.3 -12.6 -3.99 0.67 0.37 0.72 0.82 0.37 85 0.48 1 2.4 0 4.5926 0.0008 0.01 2 0.109 0.018 0.16 1.13 1.15 1.02 -0.38 0.1 1.01 -0.06 -0.13 0.15 1.17 -0.26 0.33 -0.03 1.71 1.0
46853 5 0 1 2.4996260257 0.9019617607 74.19 -947.46 -535.6 0.11 0.08 0.14 0.13 0.08 89 -2.42 2 0.0 0 3.277 0.0005 0.004 0 0.475 0.018 0.56 1.06 1.94 1.02 -1.06 0.63 1.02 -0.75 0.94 0.93 1.0 1.01 -1.05 1.14 0.73 1.0
46952 5 0 1 2.5055202786 0.6352581938 17.63 6.88 -21.91 0.25 0.15 0.24 0.29 0.15 58 -1.24 0 0.0 0 4.697 0.001 0.006 0 0.914 0.002 0.91 1.19 1.37 1.06 0.06 0.91 1.0 1.65 -0.37 0.2 1.05 0.0 1.19 0.56 1.95 1.0
47908 5 0 1 2.5562603005 0.4149394314 13.22 -45.61 -9.21 0.13 0.1 0.15 0.14 0.12 74 -2.0 2 0.0 0 3.1168 0.0006 0.005 0 0.808 0.006 0.81 1.12 3.29 1.12 -0.35 1.67 1.03 1.24 -0.74 1.53 1.06 -0.35 -2.85 0.97 2.55 1.0
48319 5 0 1 2.5787015511 1.0304267611 28.06 -295.2 -151.73 0.12 0.11 0.2 0.15 0.12 161 2.35 1 0.0 0 3.8476 0.0025 0.024 1 0.291 0.003 0.39 1.1 -2.82 1.04 -1.04 1.15 1.01 2.5 1.13 -0.43 1.02 0.53 -1.11 1.0 -1.83 1.0
48356 5 0 1 2.580809816 -0.2591211793 12.36 18.88 -21.85 0.2 0.16 0.26 0.27 0.15 131 2.62 0 0.0 0 4.2725 0.0006 0.006 0 0.918 0.032 0.92 1.15 4.05 1.14 -0.09 -1.16 1.04 1.57 0.94 1.24 1.01 2.05 3.49 -0.41 1.27 1.0
48402 57 3 2 2.5835498296 0.9435997936 6.41 -6.0 19.16 0.46 0.37 0.59 0.7 0.44 102 12.58 0 0.0 572 4.5812 0.0005 0.005 0 0.038 0.007 0.09 1.3 -0.66 1.34 -0.82 0.62 1.13 -0.16 1.36 -1.17 1.36 1.76 -2.98 0.64 1.91 1.13
48455 5 0 1 2.5864294232 0.4539092653 26.28 -217.31 -54.26 0.13 0.08 0.16 0.15 0.07 118 -3.17 0 0.0 0 4.0498 0.0005 0.005 0 1.222 0.0 1.13 1.03 1.51 1.21 0.93 -0.46 1.1 0.02 -0.77 2.32 1.0 -1.49 -7.28 1.32 -0.63 1.0
48774 5 0 1 2.6043043033 -0.9523877276 2.05 -13.08 3.55 0.09 0.09 0.11 0.1 0.1 140 -1.86 0 0.0 0 3.5031 0.0005 0.006 0 -0.067 0.015 -0.04 1.05 1.02 1.06 -0.41 -0.6 1.01 2.65 2.43 0.41 1.08 2.67 3.13 -0.8 3.64 1.0
48926 5 0 1 2.6130735123 -0.6264149539 30.02 -89.65 -17.23 0.14 0.13 0.24 0.18 0.15 256 1.44 0 0.0 0 5.3078 0.0004 0.006 0 0.3 0.003 0.34 1.07 -2.92 1.04 0.38 0.07 1.01 0.48 -0.99 -0.77 1.03 -1.22 1.97 -0.28 -1.77 1.0
49583 5 0 1 2.6499882042 0.2925637063 2.57 -2.8 -1.82 0.14 0.08 0.16 0.17 0.08 99 -1.71 1 0.0 0 3.5034 0.0006 0.007 0 -0.031 0.005 0.06 1.13 3.73 1.01 0.3 -0.33 1.01 2.08 0.59 -0.63 1.04 2.02 0.41 -0.06 3.16 1.0
49593 5 0 1 2.6504079273 0.6151359185 35.41 52.9 0.62 0.14 0.11 0.18 0.17 0.12 95 -1.34 1 0.0 0 4.5375 0.0006 0.005 0 0.19 0.012 0.19 1.01 0.94 1.03 -0.02 0.01 1.06 -0.02 -0.52 1.31 1.0 -0.68 -1.62 1.88 -0.07 1.0
49641 1 1 1 2.6526310683 -0.0064861385 11.51 -25.83 -4.25 0.82 0.75 0.98 0.86 0.83 46 0.5 0 3.0 0 4.4798 0.0008 0.005 0 -0.032 0.012 -0.01 1.14 0.44 1.13 -0.1 0.3 1.06 0.11 -0.3 -0.05 1.09 -0.29 0.27 -0.47 0.55 1.0
49669 5 0 1 2.6545337495 0.2088669583 41.13 -248.73 5.59 0.32 0.21 0.35 0.35 0.21 75 9.03 0 0.0 0 1.3232 0.0006 0.005 0 -0.087 0.015 -0.1 1.23 4.74 1.02 0.34 0.56 1.0 3.14 0.67 -0.35 1.11 2.94 1.16 -0.22 4.2 1.0
49841 75 4 1 2.6642012413 -0.215615174 28.98 -201.27 -99.63 0.6 0.63 0.83 0.74 0.7 115 35.19 0 0.0 0 3.7748 0.0005 0.004 0 1.007 0.008 0.96 1.19 4.73 1.19 0.12 -0.27 1.06 0.92 0.87 -0.01 1.06 1.37 4.12 -2.05 2.1 1.0
50099 5 0 1 2.6779371328 -1.222392336 9.54 -36.01 7.09 0.08 0.08 0.09 0.1 0.08 109 -3.5 0 0.0 0 3.2783 0.0008 0.006 0 -0.074 0.024 -0.03 1.0 0.08 1.01 -0.46 -1.04 1.01 0.4 -0.29 1.21 1.0 -0.3 1.09 -0.1 0.23 1.0
50191 5 0 1 2.6823000812 -0.7351686827 32.18 -150.09 49.44 0.09 0.1 0.15 0.1 0.11 211 -1.12 0 0.0 0 3.8653 0.0003 0.004 0 0.051 0.005 0.03 1.1 -3.55 1.02 -0.41 -0.45 1.0 -1.98 -1.19 0.58 1.05 -0.39 1.39 -0.07 -2.75 1.0
50335 5 0 1 2.6908180521 0.4087094811 11.9 18.39 -6.84 0.16 0.1 0.18 0.2 0.1 101 -0.62 4 0.0 0 3.5096 0.0006 0.006 0 0.307 0.014 0.39 1.15 4.84 1.06 -0.61 0.01 1.02 1.79 1.94 -1.04 1.14 4.15 1.56 -1.55 5.12 1.0
50371 5 0 1 2.6925343724 -1.0704509185 4.96 -24.73 7.2 0.08 0.08 0.09 0.1 0.09 121 -3.96 0 0.0 0 3.5298 0.001 0.008 0 1.541 0.015 1.45 1.03 -0.38 1.0 0.26 0.17 1.01 -1.72 -0.55 0.57 1.0 -0.49 0.37 0.56 -0.13 1.0
50372 1 1 1 2.692601377 0.748998759 23.72 -180.65 -46.07 0.66 0.54 0.78 1.0 0.64 73 0.5 2 3.1 0 3.4586 0.0005 0.004 0 0.029 0.007 0.05 1.04 0.02 1.07 0.09 0.13 1.05 -0.19 -0.18 0.33 1.06 -0.23 -0.41 0.08 -0.6 1.0
50583 17 3 2 2.7051266664 0.3463057904 25.07 304.3 -154.28 0.58 0.32 0.52 0.71 0.36 77 15.43 1 0.0 608 2.1684 0.0011 0.006 2 1.128 0.029 1.17 1.31 1.31 1.09 0.33 0.78 1.07 0.72 1.28 -0.91 1.04 2.13 -0.56 0.89 0.88 1.07
50801 5 0 1 2.7154271176 0.7243017488 14.16 -81.47 35.34 0.45 0.34 0.54 0.47 0.31 95 25.64 0 0.0 0 3.1544 0.0026 0.019 2 1.603 0.006 1.77 1.02 0.77 1.02 0.6 1.31 1.04 1.22 0.45 1.95 1.0 0.71 -0.14 -0.52 0.99 1.0
51069 5 0 1 2.7318406159 -0.2938453052 13.93 -129.17 -79.76 0.14 0.13 0.18 0.17 0.17 86 -1.3 0 0.0 0 3.9567 0.0013 0.007 2 1.456 0.055 1.47 1.08 2.81 1.08 -0.02 0.49 1.07 0.73 0.29 -0.32 1.01 0.61 2.01 -2.08 0.79 1.0
51172 1 0 1 2.7364694417 -0.5422354415 8.91 -81.61 10.53 0.26 0.36 0.49 0.32 0.5 215 0.55 0 2.3 0 4.4113 0.0011 0.013 2 1.429 0.048 1.47 1.21 1.83 1.03 -0.3 -0.03 1.02 1.12 0.41 -0.35 1.35 0.69 0.6 -0.52 1.86 1.0
51232 5 0 1 2.7396393294 -1.0251960825 2.43 -14.47 2.36 0.11 0.09 0.12 0.14 0.12 119 -2.37 0 0.0 0 3.8953 0.0005 0.003 0 0.317 0.019 0.41 1.05 -0.7 1.02 0.65 -1.15 1.03 -1.7 -0.37 0.43 1.0 -0.27 0.69 -1.61 0.23 1.0
51233 55 3 2 2.7396645982 0.6406663534 21.19 -127.68 -110.31 0.4 0.27 0.5 0.49 0.27 121 17.29 0 0.0 0 4.3599 0.0005 0.004 0 0.908 0.004 0.89 1.08 2.6 1.03 -0.22 0.0 1.02 -0.8 1.07 0.97 1.06 1.17 2.01 -0.39 3.0 1.0
51437 7 0 1 2.7501664285 -0.0111172549 8.06 -39.23 -22.83 0.33 0.48 0.36 0.52 0.69 73 0.5 1 0.0 616 5.0315 0.0006 0.005 0 -0.138 0.003 -0.13 1.65 2.93 2.54 0.5 -0.77 1.29 0.45 -0.02 0.19 2.28 0.24 3.11 -1.05 2.51 1.63
51839 5 0 1 2.7727622778 -1.3719651655 7.81 -37.61 11.08 0.11 0.11 0.12 0.15 0.13 109 -2.1 0 0.0 0 4.2102 0.001 0.009 0 1.58 0.32 1.71 1.02 -0.38 1.08 -0.61 -1.55 1.01 0.89 -0.13 0.61 1.0 -0.18 2.25 0.22 -0.21 1.0
51986 17 3 2 2.7807645029 -0.8416957894 37.26 -133.41 -1.82 0.25 0.27 0.36 0.29 0.35 183 18.24 0 0.0 624 3.9098 0.0005 0.004 0 0.3 0.042 0.35 1.04 0.69 1.09 -0.44 -0.4 1.02 0.42 1.57 1.08 1.17 1.57 2.87 0.15 2.8 1.33
52419 75 4 1 2.8054296405 -1.1238956867 7.16 -18.36 12.03 0.17 0.17 0.21 0.23 0.18 130 12.25 1 0.0 0 2.6536 0.0005 0.005 0 -0.22 0.012 -0.24 1.01 -1.18 1.04 0.64 -2.03 1.01 -0.44 0.32 -1.04 1.0 0.38 1.49 0.3 -0.86 1.0
52468 5 0 1 2.8079662518 -1.0570870613 2.86 -14.75 3.1 0.15 0.14 0.17 0.19 0.14 114 -1.42 0 0.0 0 4.676 0.0039 0.024 2 1.7 0.059 1.79 1.01 -0.59 1.04 -0.37 -0.87 1.01 -0.45 -0.05 0.49 1.0 -0.01 1.39 0.29 -0.14 1.0
52727 17 3 2 2.822060834 -0.8625438986 27.84 63.22 -54.21 0.26 0.28 0.38 0.29 0.34 167 25.97 0 0.0 632 2.8299 0.0005 0.005 0 0.901 0.005 0.91 1.08 -1.63 1.13 0.45 -1.54 1.02 2.74 1.73 -0.08 1.09 1.31 4.5 -1.06 0.45 1.32
52943 5 0 1 2.8345188462 -0.2826409277 22.69 93.35 198.88 0.16 0.13 0.23 0.17 0.19 88 2.02 0 0.0 0 3.2707 0.0005 0.004 0 1.232 0.039 1.22 1.05 2.41 1.2 0.15 -0.31 1.13 1.14 -0.22 0.49 1.04 0.06 4.23 -3.15 1.79 1.0
53229 5 0 1 2.8506055401 0.5971742861 34.38 92.02 -285.82 0.14 0.12 0.21 0.16 0.14 147 0.87 0 0.0 0 3.9531 0.0004 0.005 0 1.04 0.007 1.07 1.25 4.15 1.07 -0.7 0.89 1.05 -4.6 -1.01 1.0 1.14 -3.08 1.28 -1.75 4.12 1.0
53253 5 0 1 2.8514001135 -1.0271832446 34.33 79.01 38.47 0.11 0.1 0.13 0.13 0.12 115 -2.63 0 0.0 0 3.9412 0.0005 0.005 0 0.945 0.005 0.96 1.04 -1.62 1.02 1.25 -0.9 1.01 -0.31 -0.75 0.96 1.02 -0.75 1.26 -0.86 -1.43 1.0
53740 5 0 1 2.8788296167 -0.3193794981 20.49 -462.26 129.49 0.24 0.15 0.27 0.24 0.26 85 0.14 0 0.0 0 4.2458 0.0008 0.006 0 1.079 0.041 1.06 1.34 4.24 1.05 1.9 -0.35 1.07 0.63 -0.03 -1.82 1.27 0.44 1.16 -0.48 3.08 1.0
53910 5 0 1 2.887821107 0.9840575548 40.9 81.43 33.49 0.09 0.09 0.16 0.1 0.09 190 2.31 2 0.0 0 2.3499 0.0004 0.004 0 0.033 0.003 0.02 1.06 -4.02 1.03 -0.82 0.51 1.01 2.25 -1.05 0.63 1.05 -1.75 2.92 1.25 -3.92 1.0
54061 17 3 2 2.8960711378 1.0777603439 26.54 -134.11 -34.7 0.28 0.31 0.48 0.35 0.39 182 36.0 1 0.0 644 1.9519 0.0004 0.005 0 1.061 0.003 1.03 1.05 -2.97 1.08 -0.91 1.47 1.02 1.71 -0.29 0.79 1.15 -0.66 3.92 -0.75 -2.39 1.27
54463 5 0 1 2.9172738933 -1.0293086553 0.52 -4.97 1.67 0.14 0.13 0.17 0.17 0.16 124 0.27 0 0.0 0 4.089 0.0022 0.026 2 1.225 0.007 1.19 1.06 -1.98 1.02 1.39 -0.59 1.0 0.02 0.11 -0.5 1.05 0.1 1.32 -0.2 -2.16 1.0
54539 5 0 1 2.9219618312 0.7766462675 22.57 -62.02 -27.41 0.11 0.11 0.14 0.13 0.11 102 -1.03 0 0.0 0 3.1638 0.0006 0.005 0 1.144 0.004 1.09 1.07 1.63 1.12 -0.12 0.18 1.05 1.13 -1.42 1.04 1.05 -1.36 3.35 -1.86 2.6 1.0
54682 1 1 1 2.9306613406 -0.3983819823 9.59 2.52 -100.22 0.45 0.45 0.66 0.45 0.44 156 0.7 1 2.6 0 4.4775 0.0004 0.005 0 0.025 0.004 0.04 1.36 2.17 1.04 -0.21 0.04 1.02 0.28 0.28 -0.59 1.31 0.41 0.78 -0.25 1.98 1.0
54872 5 0 1 2.9413460901 0.3582119659 55.82 143.42 -129.88 0.24 0.15 0.25 0.3 0.21 98 6.12 0 0.0 0 2.5932 0.0004 0.004 0 0.128 0.014 0.12 1.22 5.94 1.09 -0.89 0.78 1.03 2.05 1.43 -0.74 1.01 3.61 2.11 -1.62 0.99 1.0
54879 5 0 1 2.9419299658 0.2693001643 19.76 -60.31 -79.1 0.16 0.12 0.17 0.16 0.13 68 0.77 0 0.0 0 3.3288 0.0006 0.004 0 -0.003 0.005 0.01 1.04 1.19 1.01 0.61 0.57 1.01 1.66 0.49 0.18 1.01 0.94 -0.31 -1.3 0.92 1.0
